"OPEN","CLOSE","HIGH","LOW","VOLUME","Date"
19200,19280,19400,19155,475728,"2012-06-15"
19325,19395,19460,19295,264316,"2012-06-18"
19460,19375,19485,19340,261156,"2012-06-19"
19535,19455,19595,19410,236838,"2012-06-20"
19260,19095,19265,19085,240516,"2012-06-21"
19000,19210,19265,18980,194044,"2012-06-25"
19230,19140,19285,19085,157074,"2012-06-26"
19095,19095,19145,19060,106566,"2012-06-27"
19120,19155,19200,19105,97888,"2012-06-28"
19175,19205,19225,19115,104676,"2012-06-29"
19330,19435,19445,19235,175868,"2012-07-02"
19430,19520,19620,19375,369272,"2012-07-03"
19565,19415,19575,19360,258748,"2012-07-04"
19420,19540,19550,19380,225838,"2012-07-05"
19460,19475,19515,19400,155836,"2012-07-06"
19500,19490,19540,19340,169018,"2012-07-09"
19440,19500,19610,19425,218548,"2012-07-10"
19500,19435,19635,19400,283760,"2012-07-11"
19465,19495,19545,19430,131394,"2012-07-12"
19420,19490,19500,19405,103130,"2012-07-13"
19605,19570,19685,19550,227198,"2012-07-16"
19615,19360,19620,19350,214776,"2012-07-17"
19300,19405,19420,19105,350130,"2012-07-18"
19435,19535,19540,19420,142376,"2012-07-19"
19500,19460,19625,19400,185654,"2012-07-20"
19500,19375,19500,19320,139540,"2012-07-23"
19320,19390,19580,19235,161128,"2012-07-24"
19340,19210,19400,19200,197820,"2012-07-25"
19165,19155,19260,19050,249072,"2012-07-26"
19190,19165,19200,19060,147182,"2012-07-27"
19160,18865,19255,18540,419040,"2012-07-30"
18830,19000,19040,18760,239828,"2012-07-31"
18960,19020,19080,18835,172990,"2012-08-01"
18950,18990,19030,18900,122358,"2012-08-02"
18990,18900,18990,18880,95664,"2012-08-03"
19100,19175,19190,19030,152916,"2012-08-06"
19250,19390,19390,19210,210298,"2012-08-07"
19355,19265,19465,19205,189078,"2012-08-08"
19330,19380,19400,19305,94050,"2012-08-09"
19360,19395,19435,19330,118618,"2012-08-10"
19280,19275,19320,19250,107364,"2012-08-13"
19265,19320,19360,19215,163326,"2012-08-14"
19300,19455,19550,19300,272970,"2012-08-15"
19470,19460,19510,19400,144806,"2012-08-16"
19465,19435,19495,19410,74956,"2012-08-17"
19480,19510,19590,19450,164708,"2012-08-20"
19550,19600,19610,19545,106892,"2012-08-21"
19705,19645,19765,19560,158736,"2012-08-22"
19650,19590,19650,19500,120288,"2012-08-23"
19550,19455,19570,19445,83722,"2012-08-24"
19485,19335,19500,19280,146298,"2012-08-27"
19335,19365,19395,19320,80320,"2012-08-28"
19355,19460,19520,19340,137376,"2012-08-29"
19495,19540,19545,19450,87516,"2012-08-30"
19510,19525,19595,19485,90586,"2012-08-31"
19480,19660,19670,19480,117848,"2012-09-03"
19620,19540,19635,19505,84614,"2012-09-04"
19485,19585,19590,19475,64882,"2012-09-05"
19580,19570,19585,19510,51020,"2012-09-06"
19570,19595,19645,19525,77652,"2012-09-07"
19615,19625,19660,19605,64146,"2012-09-10"
19645,19585,19655,19550,64148,"2012-09-11"
19550,19575,19595,19505,45750,"2012-09-12"
19485,19440,19500,19425,75144,"2012-09-13"
19490,19490,19620,19450,67940,"2012-09-14"
19610,19580,19610,19465,78334,"2012-09-17"
19550,19810,19985,19515,476044,"2012-09-18"
19800,19760,19875,19725,168472,"2012-09-19"
19790,19780,19855,19705,124766,"2012-09-20"
19745,19680,19760,19660,97090,"2012-09-21"
19600,19475,19630,19450,113762,"2012-09-24"
19485,19490,19520,19450,52402,"2012-09-25"
19460,19395,19555,19365,66286,"2012-09-26"
19350,19295,19400,19270,108386,"2012-09-27"
19350,19405,19445,19140,142814,"2012-09-28"
19380,19440,19550,19365,47728,"2012-10-08"
19470,19570,19595,19460,81860,"2012-10-09"
19550,19555,19585,19510,50828,"2012-10-10"
19550,19435,19555,19420,57334,"2012-10-11"
19400,19435,19485,19360,61522,"2012-10-12"
19405,19430,19480,19325,72566,"2012-10-15"
19485,19540,19560,19430,64136,"2012-10-16"
19640,19630,19660,19555,86912,"2012-10-17"
19775,19820,19845,19710,165892,"2012-10-18"
19750,19675,19795,19655,62328,"2012-10-19"
19655,19720,19760,19655,50532,"2012-10-22"
19720,19620,19725,19610,31022,"2012-10-23"
19570,19575,19630,19535,40376,"2012-10-24"
19550,19585,19630,19530,36002,"2012-10-25"
19575,19560,19615,19540,36830,"2012-10-26"
19560,19500,19570,19500,23874,"2012-10-29"
19510,19595,19600,19505,18306,"2012-10-30"
19540,19525,19550,19510,19528,"2012-10-31"
19500,19560,19685,19465,30572,"2012-11-01"
19570,19505,19590,19500,24148,"2012-11-02"
19205,19045,19260,19010,120898,"2012-11-05"
19030,19190,19235,19030,69480,"2012-11-06"
19160,19145,19180,19090,52252,"2012-11-07"
19095,19125,19125,18950,45614,"2012-11-08"
19070,19065,19210,19060,67450,"2012-11-09"
19090,19090,19155,18950,63572,"2012-11-12"
19155,19095,19165,19060,26894,"2012-11-13"
19080,19120,19130,19020,51340,"2012-11-14"
19130,19175,19200,19115,75860,"2012-11-15"
19220,19150,19245,19140,42376,"2012-11-16"
19165,19100,19195,19090,34332,"2012-11-19"
19110,19095,19145,19035,49756,"2012-11-20"
19115,19095,19150,19075,47646,"2012-11-21"
19100,19155,19165,19065,41280,"2012-11-22"
19160,19190,19195,19130,33268,"2012-11-23"
19150,19195,19220,19130,43978,"2012-11-26"
19220,19205,19265,19180,36006,"2012-11-27"
19195,19135,19200,19130,30564,"2012-11-28"
19120,19095,19175,19075,42092,"2012-11-29"
19130,19095,19155,19090,29982,"2012-11-30"
